unity-21;1;Unity 21;2021 crewed sub-orbital spaceflight;skos:altLabel(Virgin Galactic Unity 21) skos:altLabel(VSS Unity Unity 21) skos:altLabel(VSS Unity VF-03) skos:altLabel(VF-03)
lumezzane-observatory;1;Lumezzane observatory;observatory in Lumezzane, Italy;skos:altLabel(Serafino Zani observatory) skos:altLabel(Observatoire astronomique Serafino Zani)
terran-r;1;Terran R;Partially-reusable launch vehicle in-development by Relativity Space;
chinese-jupiter-probe;1;Chinese Jupiter probe;planned Chinese Jupiter orbiter mission;
q107249961;1;Q107249961;;skos:altLabel(Aula del Cielo, Observatorio Astronomico del Torcal de Antequera)
golden-ears-observatory;1;Golden Ears Observatory;astronomical observatory in Maple Ridge, British Columbia, Canada;
celestis-01;1;Celestis 01;artificial satellite;
sternwarte-hof;1;Sternwarte Hof;;skos:altLabel(Sternwarte) skos:altLabel(Sternwarte in Hof)
b1050;1;B1050;scrapped Falcon 9 first-stage booster;skos:altLabel(Falcon 9 booster B1050) skos:altLabel(SpaceX Falcon 9 B1050) skos:altLabel(Falcon 9 B1050)
sterrenwacht-rijswijk;1;Sterrenwacht Rijswijk;observatory in Rijswijk, Netherlands;
ov2-5;1;OV2-5;US Air Force satellite;
tianzhou-3;1;Tianzhou 3;Tianzhou 3 is a unmaned cargo spacecraft created by China.;skos:altLabel( 3) skos:altLabel(Thien Chu-3)
weybourne-atmospheric-observatory;1;Weybourne Atmospheric Observatory;meteorologic observatory managed by the University of East Anglia;
small-jasmine;1;Small-JASMINE;satellite;skos:altLabel(JASMINE)
unity-22;1;Unity 22;2021 crewed suborbital spaceflight;skos:altLabel(Virgin Galactic Unity 22)
yaoki;1;Yaoki;;
ov1-7;1;OV1-7;US Air Force satellite;
blue-origin-ns-16;1;Blue Origin NS-16;sub-orbital spaceflight mission operated by Blue Origin which flew on 20 July 2021;
pan-starrs;1;Pan-STARRS;array of astronomical telescopes, cameras, and computing equipment which surveys the sky on a continual basis;skos:altLabel(PANSTARRS) skos:altLabel(Panoramic Survey Telescope and Rapid Response System) skos:altLabel(Pan-STARRS)
mir-sat-1;1;MIR-Sat 1;;skos:altLabel(MO-112) skos:altLabel(MIRSAT-OSCAR 112) skos:altLabel(Mauritian Infra-Red Satellite 1)
x-15-flight-87;1;X-15 Flight 87;1963 American crewed sub-orbital spaceflight;
